File1,File2,sentence,sentiment,topic
"sản phẩm mình làm ra , đem người khác báo cáo thì không được hợp lý .",negative,,,
"thầy giảng hay , nhiệt tình .",positive,,,
"giảng dạy dễ hiểu , nhiệt tình .",positive,,,
"giảng viên tận tâm , nhiệt tình , phương pháp giảng dạy của giảng viên giúp hiểu được và vận dụng được kiến thức .",positive,,,
"giảng viên giảng dạy nhiệt tình , bám sát chương trình .",positive,,,
dạy ít về phần code .,negative,,,
thầy không công bằng trong đánh giá .,negative,,,
"giáo viên giảng dạy đầy đủ kiến thức , dễ tiếp thu , nhiệt tình giảng dạy .",positive,,,
"thầy đi rất đúng giờ , giảng dạy rất nhiệt tình !",positive,,,
mà hơn nữa ngủ ở lớp học còn rất dễ bị đau lưng .,negative,,,
"thầy rất hay liên hệ nhưng thứ học được ra thực tế , như những ứng dụng của các linh kiện , vdotv .",positive,,,
thầy thường vào lớp trễ .,negative,,,
"thầy dạy dễ hiểu , hướng dẫn chi tiết .",positive,,,
giảng viên đến khá trễ .,negative,,,
"thầy dạy phần hai có phần hơi khó khăn trong việc điểm danh , cả khi thầy có nhầm lẫn thầy cũng không chịu nhận .",negative,,,
giảng dạy còn nhiều thiết sót .,negative,,,
một môn học rất hay .,positive,,,
thầy tận tâm .,positive,,,
"các thiết bị giảng dạy môn học có thể không đảm bảo chất lượng , nhiều thiết bị hoạt động không tốt như doubledot loa , máy chiếu .",negative,,,
hướng dẫn dễ hiểu .,positive,,,
"giáo viên hướng dẫn nhiệt tình , vui vẻ , dễ tính .",positive,,,
"giảng dạy nhiệt tình , giờ học đúng không đi trễ về sớm .",positive,,,
giảng viên nên quan tâm nhiều hơn đến mức hiểu bài của sinh viên qua mỗi giờ học bằng cách hỏi những câu hỏi liên quan ở cuối giờ qua đó cộng điểm để tạo thêm sự yêu thích môn học .,negative,,,
"cô tuy còn trẻ nhưng rất tận tâm với sinh viên , khi sinh viên có vấn đề gì hỏi cô , cô đều giải thích rất kỹ , đôi khi còn nói thêm những vấn đề liên quan .",positive,,,
"cô lên lớp đúng giờ , tiết học được chuẩn bị tốt , cô rất thân thiện !",positive,,,
thầy dạy rất chậm rãi kết hợp với biểu đồ vẽ trên bản đồ giúp sinh viên dễ hiểu hơn .,positive,,,
rất hòa đồng .,positive,,,
thầy dạy hay dễ hiểu .,positive,,,
giọng nói truyền cảm .,positive,,,
"giảng viên giảng ít , phần lớn tự sinh viên tìm hiêu trên mạng .",negative,,,
nên phân bổ thời gian hợp lý hơn .,negative,,,
"bài tập nhiều , đa dạng .",positive,,,
"tận tâm , nhiệt tình , thân thiện , hướng dẫn ân cần , theo sát năng lực học tập của sinh viên .",positive,,,
giới thiệu những mảng mới cho sinh viên .,positive,,,
"đồ án cho sinh viên làm rất mơ hồ , đa số không thể hiểu được giáo viên đang yêu cầu làm gì .",negative,,,
"bởi chúng em đang đi học , phải học của nhiều môn khác nhau .",neutral,,,
"giảng viên nhiệt tình thân thiện , trình độ cao .",positive,,,
"giảng viên nhiệt tình , vui vẻ , chịu khó .",positive,,,
"thầy rất tận tâm , nhiệt tình .",positive,,,
"giảng quá nhanh với phần bài tập , không nắm bắt được các dạng bài làm nó như thế nào .",negative,,,
cách giảng viên liên kết nội dung bài học với những thông tin mang tính thực tế .,positive,,,
"giáo trình anh văn chưa phù hợp , gây chán vì nhiều kiến thức đã biết qua rồi .",negative,,,
cô dễ thương .,positive,,,
"rất thân thiện , nhiệt tình , quan tâm sinh viên , dạy hay và dễ hiểu .",positive,,,
"cần có những lớp training cho các bạn yếu , mất căn bản .",negative,,,
"mặc dù giảng viên đã có chỉnh đốn nội dung ngay trên lớp , nhưng không có tài liệu về nhà đọc lại thì sao nắm được ?",negative,,,
giảng viên có kinh nghiệm .,positive,,,
không có nhiều tài liệu môn học được cung cấp cho sinh viên ngoài slide bài giảng của giảng viên .,negative,,,
chất lượng kiến thức được giáo viên truyền đạt hay .,positive,,,
thầy nên giảng chậm hơn để sinh viên có thể theo kịp bài và cho sinh viên copy slide bài giảng .,negative,,,
"thầy dạy hay , nhiều kinh nghiệm , có phần demo trực tiếp trên visual studio giúp dễ hiểu .",positive,,,
"nhiệt tình giải đáp thắc mắc của sinh viên , chu đáo , tận tâm , nội dung thực hành chuẩn bị cẩn thận và cần thiết .",positive,,,
"cô nhiệt tình , dễ hiểu .",positive,,,
cần có những tiết học sinh động hơn là để sinh viên ngồi một chỗ và nghe nhưng không hiểu .,negative,,,
phần học trên mức độ kiến thức còn thấp so với đề thi của trường .,negative,,,
cô dạy dễ hiểu .,positive,,,
sự tận tâm của giảng viên .,positive,,,
em thích cách dạy của thầy .,positive,,,
giảng viên cần cân nhắc trong việc giao việc cho sinh viên .,negative,,,
"phòng học hơi nhỏ , nên nâng cấp .",negative,,,
rõ ràng .,positive,,,
"cô dạy rất tâm huyết , nhiệt tình .",positive,,,
"thầy dạy tốt , có nhiều kiến thức chuyên sâu , hỗ trợ rất nhiều cho sinh viên trong khâu nâng cao kiến thức chuyên môn .",positive,,,
"gần gũi , hòa đồng với sinh viên .",positive,,,
"cô rất nhiệt tình khi giảng dạy , kiên nhẫn với sinh viên .",positive,,,
"thật sự là bài tập hơi nhiều thì tốt , nhưng có nhiều bài tương tự nhau .",negative,,,
"nhiệt tình , tận tâm với sinh viện .",positive,,,
cần thêm một số topic để rèn luyện thêm .,negative,,,
sau khi thi kỳ thi cuối kỳ vừa rồi .,neutral,,,
"p fraction s doubledot phía trên là ý kiến em tổng hợp từ em và các bạn học cùng lớp này , có nhiều bạn ngại nói ra , hy vọng trường sẽ không cho giảng viên biết tên của người ghi ý kiến ạ .",neutral,,,
phòng học cần phù hợp với số lượng sinh viên .,negative,,,
đề thi tương đối dài .,negative,,,
phòng thực hành cần được chuyển qua một phòng lớn hơn .,negative,,,
thầy ít cho bài tập về nhà .,negative,,,
nhiệt tình giúp đỡ học sinh .,positive,,,
thầy theo chế độ trọng nam khinh nữ doubledot các câu hỏi dành cho nữ nhiều hơn dành cho nam .,negative,,,
trình độ giỏi .,positive,,,
"thầy dạy nhiệt tình , dễ hiểu , đưa ví dụ bài tập rất thực tế .",positive,,,
"giảng bài rất kỹ , và cho nhiều bài tập áp dụng .",positive,,,
"giáo viên dạy dễ hiểu , dễ tiếp thu .",positive,,,
"thầy dạy nhiệt tình , cho code mẫu cho các bạn tham khảo .",positive,,,
"nội dung bài học , nội dung ôn tập thi giữa kỳ , cuối kỳ nên được cập nhật trên moodle .",negative,,,
không thấy thầy lên lớp kể từ khi nghỉ lễ 30 fraction 4 và 1 fraction 5 xong .,negative,,,
thiếu sự đa dạng về bài tập .,negative,,,
thầy nên chuẩn bị trước slide lý thuyết vì mỗi buổi thầy viết lại sẽ mất nhiều thời gian .,negative,,,
vui tánh .,positive,,,
phân công từng nhóm lên thuyết trình .,neutral,,,
đọc slide có thể hiểu nội dung nhưng sau khi thầy giảng lại thì không hiểu tí gì hết .,negative,,,
"thầy dạy rất tốt , cảm ơn thầy !",positive,,,
tận tâm .,positive,,,
"giảng viên giảng dễ tiếp thu , slide trình bày dễ hiểu , giảng viên nhiệt tình , hài hước .",positive,,,
giáo viên rất nhiệt tình và tận tâm !,positive,,,
giáo trình môn học chưa cập nhật .,negative,,,
giảng viên giải đề các năm trước .,neutral,,,
giảng viên nên đưa ra nhiều ví dụ minh họa hơn .,negative,,,
nên nhiều khi không hiểu thầy đang giảng gì .,negative,,,
"lên lớp đúng giờ , nhiệt tình .",positive,,,
"hy vọng những giờ thực hành , thay vì đưa ra bài thực hành , thầy hướng dẫn từng bước làm đồ án , môn học hay nhưng thầy truyền đạt không hiểu .",negative,,,
thầy dạy quá hay !,positive,,,
muốn đề thi dễ hơn .,negative,,,
phương pháp dạy mới tích cực .,positive,,,
"giảng viên nhiệt tình , máu lửa , phương pháp giảng dạy hiện đại .",positive,,,
thầy hay nghỉ dạy nhờ giảng viên khác dạy thay do bận việc nhiều .,negative,,,
"giáo viên tận tâm , giảng dạy tốt .",positive,,,
"cô vui tính , tận tình .",positive,,,
"cô dạy nhiệt tình , dễ hiểu .",positive,,,
tạo ra sự ganh đua trong mỗi buổi thực hành .,negative,,,
khả năng truyền đạt chưa cao .,negative,,,
"cô rất dễ thương , hiền nữa , cô khá nhiệt huyết .",positive,,,
luôn bám sát tiến độ làm đồ án của sinh viên .,positive,,,
nhiều bài tập .,negative,,,
thiếu nghiêm túc trong học tập .,negative,,,
thầy cho nhiều bài tập để thực hành .,positive,,,
sinh viên không có thời gian tiếp xúc cũng như thực hành .,negative,,,
giảng viên chưa truyền đạt được kiến thức cần hiểu tới sinh viên .,negative,,,
cô rất tận tâm và nhiệt tình .,positive,,,
đề nghị dạy lập trình c trước hoặc song song với môn học này .,negative,,,
buổi chiều nên học lúc 13h30 .,negative,,,
"ít trang bị kiến thúc ngữ pháp vững vàng cho sinh viên , ít làm bài tập ngữ pháp trên lớp , một buổi học quá nhiều kiến thức không tiếp thu kịp , áp lực , sửa bài tập nhanh dot chỉ nói bằng miệng nên ít ghi chép để nhớ lâu .",negative,,,
"dạy vui , nhiệt tình .",positive,,,
cô tuyệt vời !,positive,,,
"thầy dạy nhiệt tình , dạy những kiến thức sát với các kỳ thi .",positive,,,
giống như việc cung cấp cho phép cộng và yêu cầu là giải được bất đẳng thức .,neutral,,,
em thấy học thực hành là tiếp thu nhiều hơn học lý thuyết và thầy dạy rất nhiệt tình .,positive,,,
"nhiều sinh viên đọc đề không hiểu , vượt xa kiến thức trên lớp .",negative,,,
tăng thời gian giảng dạy .,negative,,,
một số vấn đề nói chưa rõ như là doubledot một số bài tập khó chưa giải đáp được .,negative,,,
"cô rất nhiệt tình , giảng bài khá hay .",positive,,,
"cô dễ thương , vui tính , nhiệt tình , nhiều nhiều nữa .",positive,,,
"cô rất vui tính , giảng bài tận tình .",positive,,,
"nên tập trung cho sinh viên vào một phương pháp , một công cụ nào đó để làm bài tập , tránh tình trạng sinh viên không biết đường nào để làm .",negative,,,
giảng viên tận tâm giúp sinh viên học tập .,positive,,,
giảng viên cho nhiều bài tập khó .,negative,,,
em rất thích !,positive,,,
"cô phát âm chưa tốt , dạy còn chút khô khan , chưa tạo được sự hứng thú học tập cho sinh viên .",negative,,,
đưa ra các bài tập áp dụng .,neutral,,,
"thầy dạy cứng nhắc , buồn ngủ .",negative,,,
"cô giảng dạy hay , dễ tiếp thu .",positive,,,
cần cài đặt matlab trên các máy ở phòng thực hành .,negative,,,
"dạy dễ hiểu , hay củng cố lại kiến thức .",positive,,,
giảng còn hơi nhanh .,negative,,,
"giảng viên truyền cảm hứng cho sinh viên , nhiệt tình .",positive,,,
nguyên tắc và tận tình giảng dạy .,positive,,,
thường xuyên đặt câu hỏi cho sinh viên trả lời .,positive,,,
em thích đi học tiết của thầy nhất .,positive,,,
cung cấp tài liệu cần thiết cho môn học nhiều hơn .,negative,,,
nói chung thầy wzjwz196 dạy toán là tuyệt .,positive,,,
bài giảng không lôi cuốn .,negative,,,
"giảng dạy nhiệt tình , cho bài tập nhiều .",positive,,,
thầy giảng dạy rất nhiệt tình và chi tiết tường tận cho nhiều ví dụ cụ thể thực tế rất hay .,positive,,,
cô rất nhiệt tình chỉ dạy cho lớp và luôn giúp những bạn yếu kém vươn lên học tốt hơn .,positive,,,
"thực hành nhiều , làm bài tại lớp càng nhiều càng tốt , đưa ra nhiều ví dụ về nhiều trường hợp và một số trường hợp phát sinh .",negative,,,
