,sentiment,content
6953,sadness,It looks like the office TV DOES get MLB Network... and it looks like MLBN will NOT be televising the DET/BAL game today  #wieters
6960,sadness,"Had drums, but they where made up of other peoples sets, so, had to give them all back"
6964,happiness,"@christa42 you mean the post concert blues ;) *lol*  Well, I soooo know what you mean ..."
6965,sadness,its freezing cold! i cant function right in this type of weather. starving to the max
6966,sadness,Legs are hurting because I was standing up all day.
6970,happiness,LIVE NOW  LIVE! )  DJ JAYEM B2B E.S.R  Click : http://www.krisisdnb.com/listen.asx
6976,happiness,Just found out my baby cousin is gonna be a dad!!!! At least he's married already. Everybody is getting married and having kids before me
6982,happiness,had a great time at six flags yesterday.. its summer   my friend spent the night last night and just left so now i'm bored..
6986,happiness,Nobody ever @mandagh' s   makes me sad
6989,sadness,I gave my brother a hug good-bye.. as he took a load of furniture away from the house. He took the mattress I like
6999,sadness,"@Rumpelwald : ne, muss noch 2 Woche warten"
7002,sadness,@saynerd01 @ericajo42   GRR! my stupid meebo is disconnecting me every 5 seconds
7003,sadness,Super pumped to do the &quot;Relay for Life&quot; tonite. I am walking in honor of my sweet Grandpa '06 and my Uncle Howard who past just yesterday
7006,sadness,"I miss the old... HA, HA. I can't tell that person's name."
7016,sadness,i'm freezing in math class!
7019,happiness,i really wanna play....
7021,sadness,Gah! Buddy K is a must hang with person right now I miss him.  Along with Parker and McPhee.
7023,sadness,I have a feeling today is going to be very boring ! Work @ 3  till 9:30
7026,sadness,Been working on my freakin' computer trying to save stuff on a harddrive and it seems I failed miserably.
7028,sadness,"Kerry threw a ball at Anand; it bounced off his head, landed on my lunch and it exploded everywhere."
7029,sadness,taking care of sick children
7035,sadness,I have tummy ache.  Probably not helped by eating /that/ many tic tacs.
7037,sadness,@msignorile  Weather sucks up here
7040,happiness,"Oh noesss seniors last day  However, tickling will till he was on the floor giggling made it totally worth it. Plus, a senior sandwhich!"
7041,happiness,"@markfriend I asked mum bout going out tommorow, she laughed in my face lmao"
7044,sadness,back to work
7048,sadness,Got my hair cut. Great.  stupid gum.
7049,sadness,my computer at work is not working...booo... need a new one!  TGIF!
7055,sadness,Regrettin some of the decisions I made
7058,happiness,"I'm in a pub garden,  its boiling,  hannah no likey,"
7060,sadness,@jessner12 you suck majorly  i'm swamped...so why am I on twitter...I don't know...but still  a golf tournament?
7061,sadness,@BrentO She! Maybe that was our first mistake.  Not everyone is as cool as @sqlfool  (brown nose moment)
7068,happiness,http://twitpic.com/66uq4 - hotttt weather! getting blackk before it starts to rain again
7069,sadness,at work and it sucks big time
7070,sadness,"Saying goodbye to a good trusted friend today. Goodbye free Sky TV, you were the best friend anyone could have had."
7073,happiness,New baby doing well.  I will be attempting to do some more &quot;painting&quot; this weekend.
7074,sadness,Crappy Day...
7078,sadness,"has the urge to go shopping.hmmm but i've got no money,how?"
7080,sadness,"Well poop, my guitar lesson was canceled today  I'm so sad. I hope his son feels better soon tho."
7087,sadness,@pilarlovesyou  i love you. don't leave me!
7090,sadness,Shaw guys are over when I want to be sleeping
7094,sadness,my tummy hurts
7100,sadness,@Hi_Im_Chris and i cant get to mine  keep getting an error
7110,happiness,"@tenuousness: aoh is one of the best bands. they played my frosh, i was stoked. i have to work tonight, or else i'd totally be there!"
7112,sadness,Was talking to Vincent  Miss him so baadly.
7117,sadness,Mourning Venus' Third Round Loss....
7120,sadness,@jonkragel I have been sick for like 5 days now...
7123,happiness,to all members of CF! check your facebook in computer immediately. a sweet video from Gulardi is waiting for you all. made me teary
7127,happiness,@isuhin O dear. so you're going to be fucking that kiddoe and I'm going to sit there doing..  nothing! awesome  WHERES THE SHOPPING?!&lt;3
7129,sadness,@Cece602 no it's just going to be me we couldn't come up with enough money to get his ticket
7133,sadness,i failed at cutting and peeling the mangoes  hah. it was weird trying and my father did it like it was nothing.
7137,sadness,isn't lookin 4ward 2 work 2mz.. n if its gna b like 2day-weatherwise- itl b even worse  xo
7139,sadness,@joycewaddle like almost above my sholders
7141,sadness,@melissajeanine ew.  sorry zach
7142,sadness,@LindseyNHess I agree 100^%! It's a great day! If only I had a window to see it...
7149,sadness,"Trip to DC next week canceled.  So, no Artomatic or beer with @genehack."
7154,sadness,"I'm going on an excursion this week, so I won't be twitting...."
7162,happiness,"@evanlyoko Yay! At least I'll get to see you next year! I'm sad, too."
7163,happiness,"Just got done working with Nate today...got another 100%! Yippee!! He's going on vacation next week, so I have to brave Calc on my own."
7166,sadness,@paulo_one yes it went down smooth! Too bad I have to get back to work though  how are you enjoying your Friday?
7169,sadness,"@MouseGoesSqueak ahhhh.same here with Geometry, like i said b4, if i didn't have it, i would be graduated!! so i feel ur pain hun!"
7175,sadness,I can't comment directly to someone...... and I'm here all alone
7176,sadness,i hate getting put on steroids. my face
7178,sadness,@scavengerlor LoL Clever I'm Extremely Jealous Of The Amount Of Followers You Have  I Only Have 24
7181,sadness,"@SaschaIllyvich i guess that means you didn't beta-read either of my stories, huh?"
7182,sadness,We are so sad the beautiful Marisa dresses are leaving today (tear)
7184,sadness,Refusing to accept that the US holiday is over. Heading to Woodies Longboard  Diner in um ... Hove...
7185,sadness,"just got back home, shit.. again meeting tmrw,staying at sea view, i even dont my fresh undergarments  tiring, 13 hrs working days"
7186,sadness,Manchester was wayyyyy to busy!  so warm today also! :'(
7187,sadness,"i lost friends, when i didnt do anything"
7189,sadness,Day off with nothing to do
7190,sadness,bad day
7193,sadness,Wish I was eating lunch w/ @laddiecatherine and @ophieracine
7204,sadness,"@Christy_Edmonds Oh, I'm sorry   You'll have lots of fun though, should be a great time!"
7206,sadness,"I kno I'm behind the times on this one, but I just learned that Troy &quot;t-bag&quot; Dixon died back on dec. 8th 2008. RIP Troy."
7223,happiness,FRIDAY!! I gotta work tommorow tho
7230,sadness,"@sarahbellafina sleep? I need to go to my mums but by the time I get there, Clara will be in bed"
7233,sadness,Just burned my tongue!!
7234,sadness,is sad cuz my mommy leaves to indy today
7235,sadness,I'm off to a fun filled evening at a funeral home ...  Joy.
7237,sadness,"Ugh the delivery was postponed, shes not having the baby til 5 and i'll be at work"
7238,sadness,At work my head hurts a little due to my neck! I hate when I sleep wrong!
7241,sadness,@mscrismusic wish u was in the D!
7244,happiness,@luvinmycurves womp womp woooomp!
7254,sadness,@chaletlaforet shit that is awful... could not believe it at first... so sad
7257,sadness,@brett can you fedex me some pizza? I have to cancel my NYC trip until later this summer
7263,sadness,@elainanic Hope that migraine doesn't stick around for too long.
7268,sadness,@calikiks  asap. But..... Kids are asleep. I have a car seat for arianna. We can take her with us? I need to pay vs bill!
7270,sadness,@sweetpea2809 Nor here... Sad times
7271,sadness,@emmielovegood ive tried and tried in the past to learn cockney but sadly its near impossible to find books and things on it over here.
7277,sadness,Hates leaving teddy ... Now I'm miss both my boys  damn
7279,sadness,@kujakupoet My computer got screwed to hell by viruses. I just finished wiping the drive and reinstalling Windows XP  I want a Mac...
7280,sadness,@noiseporn Would defo have done that but Im already booked over t'other side of the country
7286,happiness,"Played  Friendly Gm today(Bulgaria). Def. is on pt., offensively, still working on timing.  Israel on Sun. Gotta cut 2 more players."
7295,sadness,I guess it wasn't meant for me to change it
7296,happiness,@gdrage LOL that'll teach me to blindly trust amazon search results without reading!
7307,sadness,@sexxieluv dang....just so far away aren't I?    Darn I'll just have to dream
7311,sadness,"@kylehamilton Wow, just saw your Tweet about the Proflowers fiasco. That's so not fun!"
7312,sadness,@diesel_26 i wish you were here to take care of me
7316,sadness,because I just lost my first Field Notes notebook 6 pages before filling it up!! RIP  #fieldnotes
7328,sadness,"didnt enjoy having to say goodbye to alex, v emotional times  but the sun is making me happy !"
7334,sadness,"Brother #3 is wandering around the house in his underwear. As charming for his 2 sisters as it is for the other female guests, I'm sure"
7339,sadness,Damn. Stephane doesn't even feel sorry for me. Off to work then
7341,happiness,Excited to see the girls today; @takinakab its boring at work without you
7345,sadness,@NancyLeeGrahn IS she in grade 5?  I can't do my daughters grade 4 math...soo sad
7347,sadness,http://twitpic.com/66vld - i don't like this bangs! I want my hair back!
7348,sadness,dis damn usb charger is good for nothin. gotta find that verizon store. my fone been dead since last nite
7352,sadness,@mdfogarty Im so very sad that i am at work today and cant win tickets
7354,sadness,the sun burned me today....my arms look angry  Party tonight tho babes! woop!
7357,sadness,"I need to get in a good, hard workout today after work, I feel like I've been slacking! No good"
7359,sadness,Bloody exams next week
7366,sadness,"@thecomicproject It's sunny and hot in London today, while I sit in office cranking spreadsheets"
7370,happiness,@millionsbyname Jared's wearing a green shirt? *SPARKLY EYES* YEE!! I hear #asylm is highly disorganized  hang in there!
7371,sadness,@indysawhney seems like u r just pushing your #wcm site. i really cant beleive you are an IT pro and havent heard of #joomla or #drupal.
7373,sadness,Is working all weekend
7381,sadness,"Beer, garden, IPOD, Friday night, shame I've got to work tomorrow"
7393,sadness,"is back from the park and is very sunburnt  cant wait 4 @totallywiredm 2night,and is gonna get smashed..bein sober jst wnt b as fun!"
7394,sadness,@jhaywardbenzal ouch. I hate it when that happens.
7396,sadness,"@AdamBMusic ik, i feel sooo bad for them"
7399,sadness,WHAT THE HELL IS GOING ON?!?! Last night and this morning SUCKED... More moving tonight.
7401,sadness,i need a jb but i dread the fact that it will have to be retail this summer
7408,sadness,@geminianeyes it didnt  - from research the traffic in this beautiful system of twitter is approx 100msg/second.. mine only grabs 6msg/sec
7409,sadness,Starting to get sad.
7411,sadness,Feel like death  evil headache and need to pack and drive to parents. Bum.
7414,sadness,i reaaally need you
7415,sadness,@lifesaver45 that sucks.
7419,sadness,"@cindyefolson the signal that makes your internet &quot;go&quot; is pretty bad  getting a tech out will get that fixed up, though!"
7422,sadness,R.I.P. Sammie the Cat
7423,happiness,@skybluetom4 Ha Ha thanks Tom! I'm such a loser! Hopefully going on the 22nd June till 3rd July...what date u goin? u missing helen?  x
7433,sadness,at home. have very sore feet. and am sad because the sale of my grandas house just went through. miss you
7436,happiness,"@ArnaudJacobs haha yeah this is improving my nite big time!!  i have to make a skype call soon tho, so will have to tear myself away.."
