comment,label,rate,Unnamed: 3
chất và màu đẹp. vừa k thì mk chưa thử.,positive,4,
"Hàng chất đẹp, mặc dễ chịu.",positive,4,
bán áo thun gân mà để áo len!,negative,2,
Bữa nay giặt sản phẩm ra màu lem tùm lum.,negative,2,
Hàng đẹp nhưng có vài chỗ bị lỗi.,positive,4,
Giao hàng rất nhanh.,positive,5,
Đóng gói sản phẩm chắc chắn.,positive,5,
Ko hài lòng nhưg đúng là tiền nào của lấy.,negative,2,
Mùi hắc qa shop a.,negative,1,
Như áo ngực bà bầu và cho con bú.,neutral,3,
Giao hành siêu nhanh.,positive,5,
"Chất lượng sản phẩm tuyệt vời,sản phẩm tốt,chất lượng, Shop phục vụ rất tốt, Rất đáng tiền.",positive,5,
Vừa ý lắm.,positive,4,
Trắng hơi ngả xám nhẹ.,positive,4,
Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Thời gian giao hàng rất nhanh Đóng gói sản phẩm rất đẹp và chắc chắn.,positive,5,
Nhưng mà áo tay rộng nhìn k đúng form trong ảnh.,negative,2,
"Vải mịn đẹp, quần co giãn tốt, Shop phục vụ rất tốt Rất đáng tiền.",positive,5,
Chất đẹp.,positive,5,
Chất vải đẹp nhưng from quá to.,positive,4,
Các mẹ nên cân nhắc trước khi mua hàng.,negative,1,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.túi đẹp y như hình.chỉ là dây đeo và dánh túi hơi cứng hơn so với tưởng tượng.với giá như vậy được túi như thế này là trên cả tuyệt với.,positive,5,
Hịn.,positive,5,
"bra dày dặn, rẻ hơn so với thị trường, đẹp.",positive,4,
Đèn cũ bụi bẩn như hàng đã qua sử dụng.,negative,1,
Hang xấu.,negative,1,
Sẽ còn ủng hộ shop dài dài 😍😍😍.,positive,5,
Hơi bé vs e 1 tý nhg vẫn vừa^^ e sẽ mua nữa.,positive,4,
Hàng giá rẻ - sp đẹp.,positive,4,
Chất lượng sản phẩm tuyệt vời.,positive,5,
Phục vụ siêu tốt.,positive,5,
Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh.,positive,5,
Hàng đẹp!,positive,5,
"Very good, sẽ ủng hộ shop dài dài.",positive,5,
Thời gian giao hàng rất nhanh.,positive,5,
"Chất lượng sản phẩm tuyệt vời, có điều em hơi lùn mặc vào nhìn càng lùn dữ =))).",positive,5,
Quần hơi nhỏ so với miêu tả.,neutral,3,
"Len vừa phải, mềm, form lên cũng đẹp.",positive,5,
Shiper thì giao hàng mà bắt khách chạy lên chạy xuống bắt khách chờ r phải chạy lại tận chổ shiper mới nhận đc hàng .,negative,2,
Rất đáng tiền.,positive,5,
Giao hang rất nhanh.,positive,5,
Good good good.,positive,5,
Sản phẩm cũng ổn nhưng đóng gói chưa chắc chắn lắm.,positive,4,
Nhìn nhỏ nhỏ nhưng có thể co dãn!,positive,5,
"Áo đẹp , như hình.",positive,5,
Thời gian giao hàng cho bên vận chuyển khá lâu.,negative,2,
Phù hợp với giá tiền.,positive,5,
"shop gian ăn gian, đặt 2 túi giữ nhiệt chỉ giao 1 túi kiểu hàn quốc màu xanh dương còn 1 túi sọc đỏ kẻ ngang màu đỏ thì không có giao mak vẫn tính giá theo đơn hàng, k hài lòng.",negative,1,
Mua đc đợt flash sale 19k mà chất rất ok :D túi xinh và dễ phối đồ.,positive,5,
Bảng sử dụng ổn.,positive,4,
Mong shop phát huy.,positive,4,
Chất vải rất đẹp.,positive,5,
"Váy đẹp lắm ạ, đợt này có hơi lâu nhưng em thấy đáng ấyyy <333 chị chủ cute lắm luônnn.",positive,5,
Áo xinh lắm ạ.,positive,5,
bị rách nách và vai áo 😔.,negative,2,
Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh.,positive,4,
Áo dày hơn mình nghĩ.,positive,5,
"Hạn sử dụng còn rất xa luôn. 1 góp ý nho nhỏ, lần sau shop dán băng dính trên nắp để tránh quá trình vận chuyển nó bị bung nhé.",positive,4,
Hàng rất ok nhé các bạn.,positive,5,
Phù hợp với giá tiền thôi chứ vải không ok.,neutral,3,
"chất hơi xấu, mầu hơi đậm so với ảnh.",negative,2,
Giao hành hơi chậm nhất chất lượng tuyệt vời.,positive,4,
Sản phẩm so với giá thành chấp nhận được.,positive,5,
Trong hình dáng dài mà nhận hàng thấy hơi ngắn.,neutral,3,
hàng đẹp tiếc là đt ko chụp dc anh cho shop 1 cái ảnh.,positive,4,
Vai thi ok.co dieu mau trung hoi nhieu.,positive,4,
Gói hàng đẹp.,positive,4,
Chất áo đẹp lắm lắm luôn ạ.,positive,5,
Chất xấu vải mỏng.,negative,1,
Thời gian giao hàng rất nhanh.,positive,4,
Chất lượng sản phẩm đẹp.,positive,5,
Quần đợt 1 đặt thì vải đẹp dáng quần đẹp cũng vừa chân .,positive,4,
Phải nói là áo gì đâu đẹp quá trời .,positive,5,
Nt hỏi shop thì k trả lời.,negative,2,
Nhưng mà ưng cho 5s.,positive,5,
Có vài lỗi nho nhỏ đường may ko đáng kể.,positive,4,
Vải hơi mỏng chất cũng tốt rồi from rộng y hình nhưng nên cải thiện hãy rep ib nhiệt tình chút ib không rep gì cả.,negative,2,
Đẹp.,positive,5,
Giao hàng siêu nhanh và hàng siêu đẹp luôn ạ.,positive,5,
như loz ý.,negative,1,
Gửi sai mẫu áo 2 lần.,negative,2,
Giày đẹp chất lượng tuyệt vời các bạn cứ yên tâm đặt hàng chỗ shop nha ❤ sẽ ủng hộ shop dài dài.,positive,5,
"Sản phẩm tốt, giá rẻ, giao hàng cực nhanh.",positive,5,
Với giá tiền đó thì ok lắm rồi.L.,positive,5,
Shop rất niem nở với KH...nhiệt tình....,positive,5,
Mình hơi nhỏ nên mặc size s còn hơi rộng.,positive,4,
"Giày như hình, đi nhẹ, đóng gói đẹp.",positive,4,
Sp tạm ổn.,positive,4,
"Nhưng chất vải mềm,ok.",positive,5,
Shop đóng gói sp rất cẩn thận.,positive,4,
Đóng gói hàng rất cần thận.,positive,4,
"Thời gian giao hàng rất nhanh, chất len k mềm mấy phù hợp giá tiền.",positive,5,
Hàng đẹp y chang hình ♡.,positive,5,
Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh Rất đáng tiền Shop phục vụ rất tốt.,positive,5,
"Vay hoi Ngan, ren mong.",neutral,3,
Áo chưa mặc mới giặt bằng tay luôn mà sứt chỉ tùm lum.,negative,2,
Nói chung là sp ưng ý.,positive,5,
Áo mỏng.,negative,1,
Rất không đáng tiền.,negative,1,
Giá lại rẻ.,positive,5,
Giá cả thì phải nói ok so vs chất lượng <3 Rất đáng tiền.,positive,5,
Rất đáng tiền Thời gian giao hàng rất nhanh.,positive,5,
Vừa có đồ đẹp vừa tốn ít tiền.,positive,4,
Mới mặc thử đã bị bung chỉ.,negative,2,
"Chảo chất lượng quá dở,mua về mới nấu 1 lần đã hỏng.tóm lại là lừa đảo Chất lượng sản phẩm rất kém.",negative,1,
Màu hồng k được tươi như hình ạ.,negative,2,
Sao cái ảnh nó là lá mà xanh mà nhận hàng nó là màu vàng z shop nhưng mà Giá cả chấp nhận được nên thôi.,negative,2,
Chỉ tiếc chất lượng kém quá.,positive,5,
Ship mất quá.,neutral,3,
Chất lượng sản phẩm tuyệt vời.,positive,5,
Rất đáng tiền Thời gian giao hàng rất nhanh Chất lượng sản phẩm tốt.,positive,4,
"Mua cùng combo quần đc tặng bộ đĩa thần đồng trong nôi nhưng VẪN CHƯA NHẬN ĐC QUÀ TẶNG, SHOP NÓI SẼ NHẬN ĐC SAU 24H ĐĂNG KÝ MAIL NHƯNG ĐẾN NAY GẦN 2 NGÀY RỒI VẪN KHÔNG NHẬN ĐC.",negative,2,
Thời gian giao hàng rất nhanh.,positive,5,
"Áo cute quá, chất vải dày dặn, quá tốt so với giá tiền.",positive,5,
"rất hợp tiền, thiết kế khá giống hàng auth :-)))),nhưng hơi nặng, à còn về đôi tất tặng kèm thì chưa yêu thương đc.",positive,4,
Chất liệu với áo k giống như trong ảnh.,negative,2,
Giày gửi k mang đc Tệ.,negative,1,
Size áo rộng quá.,negative,2,
ủng hộ lâu dài nói chung hàng trên cả tuyệt vời rất rất đep.,positive,5,
"về chuột có ăn bả, không biết có die không?",neutral,3,
T mua áo ko mặc dc mà còn bị nguoi bán chửi nữa đó mọi nguoi ơi...,negative,2,
Mua đồ của shop lần này là lần ba rồi mà cái nào cũng ưng 🎀🤟🏻.,positive,5,
"Tiếc là 2c trước dây chun trắng, nhưg bù lại 2c sau dây chun đen.",negative,2,
Chụp sp hơi dìm.,neutral,3,
Áo đẹp giống hình.,neutral,3,
"Bao bì cũng cũ, dơ, ko được bóng láng.",negative,1,
Sẽ rinh thêm mấy em còn lại cho đủ bộ.,positive,4,
Với những sản phẩm basic như này rất khó tìm chất vải với giá tiền như thế này.,positive,5,
Hợp ý mình.,positive,5,
Áo mỏng đẹp mát 😍😍 thích lắm cơ.,positive,5,
nhìn thì ok nhưng ko biết sau này dùng ntn.,positive,5,
"- trong ảnh vàng nhu, lấy về vàng chóe luôn.",negative,2,
"Áo hơi dài tí thui, mang kiểu form rộng cũng đẹp nè, vải được, hình sao áo vậy.",neutral,3,
"Tốt, mặt thoải mái.",positive,4,
"Áo không giống trong hình lắm, mình cũng tầm tầm như mẫu nhưng lại mặc bị chật, các bạn mua nên cân nhắc cẩn thận.",negative,2,
Ủng hộ shop nữa.,positive,4,
Nếu đây là quần 120k như giá chưa sale thì rất không đáng mua.,negative,1,
"Vải đẹp, giá cả phải chăng, sẽ tiếp tục ủng hộ shop.",positive,5,
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.,positive,5,
Áo đẹp.,positive,5,
"Sản phảm date mới,shop gói hàng rất đẹp và gọn luôn ❤.",positive,5,
thun giãn nhiều quá.,negative,2,
Shop phục vụ rất chu đáo.,positive,5,
Chất dai tới nỗi sợ béo thêm 1 2 kí nữa là ních k vừa 😂 ủng hộ shop bán hàng 5 💋.,neutral,3,
Giao hàng nhanh!,positive,5,
Sản phẩm tốt.,positive,5,
Cái này chỉ giành cho tuổi mới lớn mới mặc đc ak.,neutral,3,
"Chất mát, mặc vừa.",positive,5,
Đặt 2 sao giao có 1 z shop.,negative,1,
"Áo form nhỏ, cứng, k êm.",negative,2,
Áo đẹp lắm bà con cô bác ơi.,positive,5,
Giày đẹp đấy.,negative,1,
Phù hợp với giá tiền.vải ko mịn.,negative,2,
Sản phẩm quá chán so với mua ở ngoài.,negative,1,
Shop phục vụ rất tốt.,positive,5,
Rất ưng 😘😘.,positive,5,
"Chất vải phù hợp giá tiền, nhg mặc ko vừa.",positive,4,
Sẽ còn phải tốn xiền với shop dài dài rồi.,positive,5,
"Shop phục vụ rất tốt, chất vải hơi thô và cứng.",positive,4,
Shop mà có quần áo của phụ nữ với trẻ e nữa chắc e ủng hộ shop kịch liệt luôn ạ.,positive,5,
Nhìn như giây bỏ đi vây.,negative,1,
Chất lượng sản phẩm tốt Đóng gói sản phẩm chắc chắn Shop phục vụ khá tốt Đáng đồng tiền.,positive,5,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn. moi nguoi thong cam du co lau nhung m thay hang oder nhu vay la nhanh lam roi.,positive,4,
"Mặc thích lắm ạ , mỗi tội ship hơi lâu .",neutral,3,
Rất đáng tiền.,positive,5,
Mà quần k ưng lắm.,negative,2,
Chất vải dày dặn.,positive,5,
Sẽ ủng hộ shop dài dài 💋 Rất đáng tiền Thời gian giao hàng rất nhanh Shop phục vụ rất tốt.,positive,5,
"Giày mang êm chân, mẫu mã đẹp như hình.",positive,5,
Áo khác so hình.,negative,2,
Áo nhỏ wa shop ơi.,negative,2,
Giao hàng có sai size 1/5 sp cơ mặc k vde gì.,positive,4,
Giày đẹp lắm nhé hic hic.,positive,5,
Chất lượng in hơi tệ.,negative,2,
"Mới đầu k nghĩ quần đẹp như vậy nên mua thử 2c dùg tạm, xog thấy chất ok qá nên phải đặt thêm nữa.",positive,5,
K có gì để chê.,positive,5,
Lần 2 oder hàng của shop.,positive,5,
Giày đi êm chân.,positive,5,
Sau này sẽ ủng hộ shop dài dài 🤗.,positive,5,
"giao hàng nhanh chóng, anh giao hàng dễ thương, shop đóng hói đep.",positive,5,
Ưng cái bụng.,positive,4,
Cái này k phải len tăm mà là cotton nha...,neutral,3,
Giao size lộn tùng tèo.,negative,1,
"Chất lượng sản phẩm tuyệt vời,chủ shop nhiệt tình giải đáp thắc mắc,nhờ có sim này mà đt lock thành đt QT cmnr 😂 Shop phục vụ rất tốt Rất đáng tiền.",positive,5,
Không hài lòng shop .3 cái áo len tăm 2 size khác nhau giao 2 cái..tiền vẫn trả đủ 3 .chả bít shop làm ăn kiểu gì.,negative,2,
Hàng đẹp y hình thích lắm ạ 😊.,positive,5,
Nhan tin không trả lời.,negative,2,
Chất lượng sản phẩm tuyệt vời.,positive,5,
Chất lượng quá tệ.,negative,1,
Thời gian giao hàng rất nhanh Rất đáng tiền Rất đáng tiền Shop phục vụ rất tốt Chất lượng sản phẩm tuyệt vời.,positive,5,
"Hàng kém chất lượng, quá xấu.",negative,1,
"Sữa thì ko bàn, 4 cái ly ko đc 4 ng trong gđ, 2con trai và 2 ôg bố, mà ly đẹp nên 5sao.",positive,5,
Hài lòng với những sp nội địa Trung từ shop.,positive,5,
Nhưng chất đẹp.,positive,5,
Nhiều chỉ thừa.,negative,2,
Son khô môi . 07 đỏ cam nhưng lên màu ra màu hồng.,negative,1,
"Sp bị lỗi, hơi thất vọng.",negative,2,
Quà rất dễ thương :).,positive,5,
"Shop phục vụ rất tốt, hàng đẹp, chất lượng.",positive,5,
Shoop OK.,positive,5,
Chất vải đẹp .,positive,5,
Đáng đồng tiền.,positive,5,
Sẽ ủng hộ shop tiếp.,positive,4,
Hàng y hình.,neutral,3,
Màu hồng dễ bị dính màu .,negative,2,
Shop phục vụ rất tốt.,positive,4,
"Hàng đúng như hình, hài lòng, chúc shop may mắn.",positive,4,
Áo được.,positive,5,
Shop bán hàng rất có tâm 😘😘😘.,positive,5,
Áo đẹp.shop nhiệt tình.mua hàng lần hai vẫn rất hài lòng.,positive,5,
Nhưng vải hơi mỏng nhé shop.,positive,4,
"Chủ shop nhiệt tình, đổi hàng thành công, sp Rất đáng tiền.",positive,5,
Shop phục vụ rất tốt Rất đáng tiền Chất lượng sản phẩm tuyệt vời.,positive,5,
Công ty lớn mà đóng gói sản phẩm quá tệ!!!!,negative,1,
Vải ko đẹp lắm nhưng Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh nói chung vs giá đó là cực đẹp òi.,positive,4,
"Vải dày hơn mình tưởng, màu đỏ cũng đẹp nữa.",positive,4,
Cũng OK hack những mà đặt theo zie sop đưa thi rông qua.,neutral,3,
Bó cánh.,negative,2,
"K ưng sản phẩm, ai muốn m cho luôn này.",negative,1,
Chất lượng sản phẩm tuyệt vời Rất đáng tiền Shop phục vụ rất tốt Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh.,positive,5,
Vải rất mềm.,positive,5,
Chất vải và cả đường may đều khá tệ.,negative,1,
Máy hơi rít nhưg so vs giá là ok r.,positive,4,
"Phù hợp với giá tiền, ok.",positive,4,
Chủ shop đc cái rep tin nhắn nhanh.,positive,4,
Màu đậm quá😅.,negative,2,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Nói chung ngon.,positive,4,
Hàng giống hình ok.,neutral,3,
"Shop phục vụ khá tốt, Đóng gói sản phẩm chắc chắn.",positive,5,
Áo bị lỗi.,negative,1,
Chất đẹp.,positive,5,
Chất lượng sản phẩm tuyệt vời Ao hoi ngắn vải đẹp.,positive,4,
Hơi nhỏ so với hình chắc chụp gần .,positive,4,
Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm chắc chắn Chất lượng sản phẩm tốt.,positive,4,
Giao hàng chậm quá.,negative,1,
"Giao hàng nhanh, chất áo rất dày dặn và đẹp.",positive,5,
"đẹp miễn chê, rất hài lòng về sp.",positive,5,
Áo này bị chật vải không đẹp bằng.,negative,1,
Shop phục vụ khá tốt.,positive,4,
Quần bị thủng túi.,negative,2,
Chất lượng sản phẩm tuyệt vời Đóng gói hơi sơ xài.,neutral,3,
"Thích hợp các bạn nhỏ làm nháp, vẽ hình thư giãn.",neutral,3,
